"TN","TP","DO","TURB","COND","VEL","SS","WDP","CHLcal","SECCHI"
2.694,1.074,11.2,180,818,NA,249.4,0.2,77.55932,15
0.48,0.144,20,53,668,NA,55.3,0.2,132.62844,15
0.79,0.585,13.5,110,802,NA,138,0.17,131.45952,15
0.694,0.552,6.1,115,783,NA,110.4,0.22,116.26356,10
NA,NA,19.6,75,755,NA,68,0.29,138.7328,17
NA,NA,17,99,748,NA,96,0.21,171.46256,13
NA,NA,20,105,694,NA,121.4,0.28,243.9356,15
NA,NA,20,55,742,NA,97.4,0.25,244.06548,15
NA,NA,16.2,91,756,NA,103.6,0.26,145.61644,13
NA,NA,7.4,215,561,NA,164.8,0.21,159.64348,8
NA,NA,16.7,98,585,NA,259.4,0.17,213.02416,15
0.596,0.405,10,320,574,NA,253.4,0.18,213.02416,9
NA,NA,6.7,195,669,NA,171.6,0.35,131.19976,9
NA,NA,5.2,145,630,NA,161.6,0.5,123.40696,9
0.241,0.165,7,220,569,NA,221,0.45,172.11196,9
NA,NA,5.7,105,667,NA,117.2,0.55,95.8724,9
NA,NA,7.2,125,661,NA,135.2,0.2,112.36716,10
NA,NA,7.2,105,669,NA,111.4,0.6,119.51056,10
NA,NA,9.1,480,656,NA,466.2,0.12,142.10968,3
0.524,0.244,6.9,110,696,NA,132.2,0.5,129.90096,9
NA,NA,6.2,85,692,NA,80.7,0.69,132.49856,12
NA,NA,5.2,96,691,NA,85.6,0.65,153.14948,11
0.66,0.174,9.5,58,692,NA,56.3,1.4,125.87468,12
NA,NA,10.3,60,688,NA,52.4,2.6,138.47304,18
3.704,0.576,7.5,53,754,NA,53.3,4.1,64.31156,26
NA,NA,7.8,44,753,NA,44.6,3.9,54.70044,26
NA,NA,6.9,49,762,NA,49.5,7.1,45.08932,25
NA,NA,7.2,40,762,NA,35.2,5.2,53.40164,20
3.678,0.557,6.6,53,771,NA,NA,3.2,52.23272,23
NA,NA,7.1,51,771,NA,44,4.2,54.05104,27
3.536,0.564,7.2,38,767,NA,36.2,3.3,50.67416,27
NA,NA,7.2,38,767,NA,40.1,4.1,42.75148,26
NA,NA,7.4,42,770,NA,43.2,4.9,49.50524,26
NA,NA,7.5,46,773,NA,48.8,3.3,44.82956,21
3.565,0.557,7.5,45,773,NA,48.7,4,50.4144,24
NA,NA,7.9,39,772,NA,40.7,2.5,53.92116,24
3.512,0.549,7.9,39,774,NA,42.6,2.5,48.4662,22
NA,NA,5.6,84,720,0.01,81.2,1,55.99924,16
3.567,0.633,7.4,71,772,NA,77,4.4,50.93392,17
NA,NA,7.9,56,776,NA,49.1,3.8,50.4144,18
NA,NA,7.2,45,771,NA,46.1,4,39.76424,18
NA,NA,7.3,77,772,NA,63.8,4.6,46.25824,19
NA,NA,8.8,74,775,NA,66.1,0.25,46.77776,11
NA,NA,4.3,95,689,NA,85.4,0.3,68.46772,15
NA,NA,5.7,74,681,NA,68.1,0.12,71.45496,12
0.55,0.204,6.5,95,655,NA,120.4,0.12,99.50904,12
2.276,0.612,6.7,115,690,NA,118.2,0.16,98.85964,10
2.539,0.811,7.6,130,648,NA,154.6,0.23,216.14128,9
2.489,0.784,5.7,135,677,NA,165,0.3,166.52712,9
NA,NA,5.8,105,670,NA,117,0.25,153.79888,9
NA,NA,6,145,669,NA,167.4,0.3,152.24032,9
NA,NA,10.2,325,689,NA,594.8,0.2,217.9596,9
2.025,0.679,6.3,140,681,NA,157.6,0.28,125.22528,9
NA,NA,7,210,689,NA,260.2,0.28,138.21328,9
2.284,0.744,6.5,190,689,NA,214.8,0.35,171.98208,9
2.239,0.879,6.6,140,679,NA,171.6,0.2,150.68176,9
NA,NA,5.4,140,672,NA,167,0.32,128.86192,9
2.092,0.769,4.6,150,672,NA,148.4,0.45,129.6412,9
2.226,0.744,4.4,165,674,NA,168.2,0.6,134.96628,9
2.089,0.692,7.2,140,683,NA,166.8,0.4,148.86344,9
NA,NA,6.8,210,681,NA,207.6,0.48,156.13672,9
NA,NA,5.4,325,685,NA,167.2,0.52,135.61568,9
2.299,NA,7.8,140,684,NA,156.2,0.5,152.62996,9
NA,NA,5.3,70,757,0.07,61.1,2.8,44.18016,18
NA,NA,5.2,91,755,NA,77.1,0.6,40.93316,16
3.739,0.579,4.9,77,759,0.1,79.3,2.3,31.84156,20
NA,NA,4.9,38,759,0.05,79.7,1.2,40.80328,17
NA,NA,4.8,72,760,0.04,72.7,1.4,30.41288,17
NA,NA,4.8,72,764,0.07,64.5,2.4,33.65988,18
3.639,0.572,5,73,763,0.02,68.5,1.1,39.3746,18
3.463,0.572,4.7,68,764,0.01,66.5,2.3,37.68616,17
NA,NA,4.6,65,763,0.04,70.1,1.3,41.9722,18
NA,NA,4.8,47,765,0.05,62.5,3.3,33.65988,18
NA,NA,5.7,45,762,NA,52.3,2.9,33.78976,25
NA,NA,6.2,47,766,NA,56.2,3.6,34.56904,25
NA,NA,6,59,770,NA,57.7,2.5,41.84232,26
NA,NA,6,48,766,NA,43.1,2.4,33.91964,26
NA,NA,5.8,50,766,NA,47.1,3.5,32.2312,25
NA,NA,5.7,68,759,NA,52.7,3.1,45.8686,19
3.481,0.537,5.6,57,753,0.12,54.1,2.5,38.46544,25
NA,NA,5.5,62,761,0.11,62.3,1.6,42.49172,23
NA,NA,5.7,72,745,NA,71.8,0.38,47.68692,20
NA,NA,6.8,64,762,NA,60.7,0.25,49.89488,15
3.568,0.582,5.4,55,762,0.14,65.9,2.8,41.19292,21
NA,NA,6.2,87,742,NA,86.8,0.25,48.33632,15
3.431,0.547,6.5,83,741,NA,95.6,0.45,54.05104,15
NA,NA,6.6,225,740,NA,406.4,0.38,56.259,12
NA,NA,6.6,80,551,NA,38.9,0.6,58.59684,20
NA,NA,5.3,82,555,NA,77.3,0.5,29.24396,19
NA,NA,8.2,49,528,NA,49.7,0.4,15.9962,24
NA,NA,5.2,66,563,NA,64.8,0.45,17.03524,20
NA,NA,6.1,78,539,NA,83.1,0.3,41.19292,20
1.786,0.146,7.4,36,574,NA,12.5,0.3,3.52772,30
3.467,0.53,5.6,39,756,NA,38.1,3.2,49.1156,25
NA,NA,9.7,99,400,NA,88,0.2,243.41608,12
NA,NA,9.1,53,411,NA,50.5,0.5,172.76136,12
NA,NA,9.2,99,408,NA,88.2,0.33,170.81316,12
NA,NA,6.8,150,407,NA,106,0.36,173.28088,10
2.316,0.67,7.3,95,411,NA,76.6,0.33,140.55112,12
NA,NA,11.6,71,408,NA,64.6,0.6,182.63224,16
NA,NA,7.7,60,412,0,61.9,1.8,145.74632,17
NA,NA,15.1,51,400,NA,NA,0.5,150.29212,12
NA,NA,6.1,48,755,NA,42.6,2.4,54.18092,25
3.05,0.503,6.4,48,754,NA,46.7,2.6,58.2072,20
NA,NA,7.2,42,750,NA,42.8,5.5,60.54504,25
3.188,0.502,6.3,49,736,0.12,51.2,1.5,63.92192,20
3.391,0.511,5.8,55,752,NA,62.9,6,56.259,20
3.277,0.493,8.3,49,747,NA,52.5,3.5,64.44144,21
3.284,0.559,7.1,69,730,NA,64.5,6,54.70044,25
NA,NA,5.2,140,516,NA,232.6,1.8,29.24396,10
NA,NA,5.2,130,524,NA,150.6,0.47,26.90612,12
NA,NA,12.5,75,545,NA,43.2,0.9,76.52028,20
NA,NA,6.5,54,655,NA,39,3.3,41.45268,21
NA,NA,6.7,59,746,NA,55.7,2,62.88288,19
2.875,0.504,5.3,45,676,NA,51.3,3,43.79052,25
NA,NA,5.6,44,699,NA,54.3,2.3,47.55704,25
2.886,0.483,5.6,37,682,NA,44.6,5.2,45.8686,25
1.957,0.466,6.3,40,751,0.02,41.7,1.4,74.57208,25
1.675,0.537,8.7,82,752,NA,88.2,0.5,102.49628,15
1.683,0.63,5.7,45,769,0.02,46.7,1.1,76.65016,18
NA,NA,6.6,45,769,NA,43.8,0.5,77.55932,19
1.618,0.641,6.2,47,770,NA,48.3,0.6,73.92268,16
NA,NA,9.7,45,753,0.02,48.2,1.5,106.52256,18
NA,NA,7.1,36,682,NA,39.5,3.4,59.89564,25
NA,NA,7.5,115,705,NA,97.9,0.28,38.01255,12
NA,NA,8.1,115,712,NA,114.2,0.4,33.90201,20
4.245,0.549,8.2,130,720,NA,113,0.4,36.44663,20
NA,NA,8,93,706,NA,88,0.44,32.53183,18
NA,NA,8.1,79,712,NA,70.5,0.4,35.76154,17
NA,NA,7.7,165,744,NA,189.4,0.22,55.62915,15
3.898,0.465,8,110,737,NA,92.2,0.36,65.9055,14
4.022,0.461,8.4,75,710,NA,70.5,0.5,36.64237,18
4.258,0.459,8.6,61,729,NA,59,0.48,35.95728,20
NA,NA,7.6,63,737,NA,35.8,0.52,NA,22
NA,NA,10.4,54,759,NA,54.2,3,50.34417,21
NA,NA,9.3,54,744,NA,51.7,3,46.13576,27
NA,NA,9.8,41,767,NA,38.7,3,58.85886,28
3.861,0.369,9.8,36,768,NA,37,3,59.34821,28
NA,NA,9.9,33,768,NA,36.8,2.8,63.45875,29
NA,NA,9.2,34,770,NA,53.7,2.8,77.35629,29
3.769,0.472,9.2,34,770,NA,25.5,2,61.59922,29
2.021,0.705,7,45,677,NA,50.3,0.4,35.17432,20
2.198,0.639,8.4,98,681,NA,84.7,0.2,86.65394,17
NA,NA,9.7,95,675,NA,309.6,0.23,45.54854,12
NA,NA,9.9,78,675,NA,88.4,0.2,149.58435,12
NA,NA,10.3,140,735,NA,119.5,0.5,94.67928,18
NA,NA,10.7,64,713,NA,63.6,0.53,56.1185,18
NA,NA,11,92,711,NA,103,0.4,66.19911,21
NA,NA,9.2,120,689,NA,149.3,0.42,98.39834,14
NA,NA,7.5,210,681,NA,171.8,0.32,95.75585,14
NA,NA,9.1,27,634,NA,34.3,2.4,25.28945,39
3.609,0.377,9.2,27,635,NA,36.4,2.7,27.54046,39
NA,NA,9.1,29,635,NA,35.7,2.7,25.7788,34
NA,NA,8.9,24,636,NA,29.1,1,18.73216,28
NA,NA,8.6,35,636,NA,37.6,4.1,24.21288,28
NA,NA,8.7,38,636,NA,48.1,2.1,21.37465,28
NA,NA,9.4,20,635,NA,29.8,1.9,14.23014,34
NA,NA,10.1,79,703,NA,46.4,0.46,48.58251,14
2.977,0.332,10.1,57,687,NA,44.3,0.42,43.98262,16
3.373,0.378,10.1,92,718,NA,68.6,0.42,40.16569,14
3.609,0.487,9.9,110,661,NA,109.9,0.42,37.42533,17
2.989,0.404,11.5,90,688,NA,86,0.4,54.45471,14
NA,NA,10.6,90,699,NA,124.9,0.36,53.86749,10
NA,NA,11.2,125,687,NA,220.5,0.38,52.49731,20
NA,NA,12,140,703,NA,118.9,0.43,63.06727,18
NA,NA,10.3,180,647,NA,298.8,0.6,52.98666,8
NA,NA,10.2,225,654,NA,451.4,0.51,45.94002,10
4.505,0.958,10.6,355,658,NA,349.8,0.42,39.57847,2
NA,NA,10.4,140,656,NA,113.5,0.32,49.65908,12
NA,NA,9.4,135,632,NA,127.9,0.48,30.96591,20
3.932,0.468,10.2,140,660,NA,126.6,0.4,41.438,16
NA,NA,9.7,90,634,NA,102.4,0.5,35.95728,18
NA,NA,9.7,145,633,NA,344.6,0.47,33.80414,20
NA,NA,10.1,250,669,NA,291.6,0.58,49.95269,4
NA,NA,9.2,115,709,NA,505.8,0.5,76.27972,11
NA,NA,11.5,300,694,NA,260.6,0.5,73.44149,10
NA,NA,11.1,350,701,NA,439.6,0.45,86.06672,5
NA,NA,11.3,26,697,NA,171.8,0.55,72.85427,11
2.183,0.611,11.1,30,718,NA,175.8,0.55,56.80359,12
NA,NA,11.2,120,713,NA,147.8,0.45,65.41615,10
4.01,0.64,10.8,175,670,NA,221.6,0.35,50.2463,3
NA,NA,10.1,38,700,NA,40.2,2.3,23.91927,35
3.947,0.367,10,39,702,NA,42.4,2.5,25.48519,32
3.291,0.277,12,28,623,NA,84.7,0.37,46.82085,30
3.001,0.25,10.8,30,702,NA,33.9,1.3,49.65908,36
3.567,0.337,10.4,26,708,NA,27.8,3.6,18.43855,30
NA,NA,10.3,12,737,NA,13.9,0.53,32.14035,50
NA,NA,11,11,716,NA,12.7,0.53,30.6723,50
NA,NA,10.6,32,400,NA,33.2,1.1,58.27164,28
NA,NA,10.5,37,401,NA,36.4,0.35,58.27164,23
NA,NA,8,18,406,NA,11.3,0.5,22.54909,13
NA,NA,11.3,30,406,NA,26.4,1,49.36547,30
1.407,0.2,11.1,30,408,NA,29.8,1.2,62.08857,30
1.466,0.227,10.9,29,409,NA,30.4,1.3,69.72243,30
1.392,0.231,10.8,30,406,NA,30,1.4,54.74832,30
NA,NA,10.1,54,402,NA,51.2,0.8,50.44204,25
NA,NA,10.4,67,397,NA,61.7,0.55,59.73969,25
NA,NA,11.1,51,402,NA,47.5,1,52.49731,25
0.996,0.199,9.5,30,400,NA,72.9,0.1,46.13576,10
NA,NA,9.1,87,390,NA,96.5,0.1,47.50594,10
1.263,0.158,12.5,35,391,NA,24.2,0.28,50.05056,28
1.56,0.233,12,33,404,NA,36.2,0.6,56.90146,28
1.717,0.247,12,35,403,NA,44.8,0.7,68.93947,25
NA,NA,10,25,735,NA,21.3,1,22.35335,28
3.751,0.327,10.3,34,736,NA,35.7,4,19.02577,31
NA,NA,10.2,44,737,NA,39.3,3.2,20.39595,32
NA,NA,9.8,28,739,NA,30.1,2,23.8214,35
3.857,0.347,9.9,27,749,NA,33.4,1.3,22.15761,32
NA,NA,9.9,34,749,NA,42.7,1.3,24.11501,32
NA,NA,10.1,32,752,NA,34.8,1.3,17.16624,32
NA,NA,9.9,34,742,NA,35.4,4,20.8853,35
3.647,0.333,10.3,28,741,NA,35.1,2.2,15.11097,35
NA,NA,10.1,51,742,NA,53.4,1,21.864,35
NA,NA,10.4,40,746,NA,40,4,21.66826,35
NA,NA,9.9,33,744,NA,30.2,4,21.66826,32
NA,NA,10.2,36,743,NA,39.2,4,21.27678,35
3.662,0.344,10.2,34,740,NA,30.8,4.3,20.00447,35
NA,NA,9.6,30,727,NA,40.6,2.5,21.96187,30
3.7,0.361,9,33,730,NA,37,4,18.73216,32
NA,NA,10,31,717,NA,35.6,3.2,20.49382,35
NA,NA,9.9,38,730,NA,38,3.3,24.89797,38
3.588,0.382,10.2,43,736,NA,46.2,4.3,23.52779,34
NA,NA,10.3,60,738,NA,78.3,0.42,25.7788,33
NA,NA,10.1,26,652,NA,30.5,1.5,55.82489,39
NA,NA,10.9,23,638,NA,22,1.2,46.91872,44
NA,NA,10,29,645,NA,29.9,0.5,49.95269,33
NA,NA,10.8,32,636,NA,28.5,1.5,52.88879,33
2.128,0.271,10.6,32,639,NA,29.3,0.5,43.68901,35
NA,NA,10.1,63,617,NA,26.8,1.5,51.61648,34
1.381,0.255,7.9,69,627,NA,82.9,1,36.5445,27
1.2,0.213,8.2,24,709,NA,25.8,0.5,21.37465,36
3.604,0.432,10.9,23,752,NA,71.5,0.8,32.23822,32
NA,NA,10.9,35,752,NA,41,4,22.54909,32
4.47,0.593,8.9,35,711,NA,30.7,1.3,24.40862,35
NA,NA,9.3,31,745,NA,69.2,4,21.37465,32
3.74,0.953,9.1,16,742,NA,19.3,0.9,32.14035,33
3.704,0.371,9.3,30,746,NA,33.6,4.1,19.80873,35
NA,NA,9.2,36,735,NA,44.4,4.2,15.69819,36
NA,NA,9.2,36,745,NA,44.4,4.1,13.83866,38
NA,NA,9.3,38,738,NA,43.2,3.9,17.06837,33
NA,NA,8.9,43,711,NA,52.8,5,17.55772,33
NA,NA,9.2,56,742,NA,73.1,5,19.80873,35
NA,NA,9.4,36,743,NA,44.5,3.4,18.83003,37
NA,NA,9.2,51,743,NA,60.7,1.6,19.41725,33
3.9,0.399,9.2,31,747,NA,35.6,1.2,16.9705,33
NA,NA,9.3,51,741,NA,66.2,1.8,18.73216,38
NA,NA,9.2,33,739,NA,32.4,3.2,NA,38
3.707,0.322,9.1,33,738,NA,43.6,3,NA,32
3.616,0.38,9.3,29,738,NA,36.6,5.1,17.65559,36
NA,NA,9.1,30,737,NA,87.9,5,21.17891,32
NA,NA,9.5,32,738,NA,48.6,2.3,22.35335,35
3.765,0.36,9.3,35,739,NA,46.5,3.9,15.89393,37
3.748,0.35,9.2,30,741,NA,46.6,4.4,20.68956,34
NA,NA,9.1,30,738,NA,43,1.8,21.37465,39
NA,NA,9.3,36,744,NA,42.6,1.4,20.8853,38
NA,NA,9.5,35,749,NA,40.2,3.6,19.9066,33
NA,NA,9.5,35,749,NA,41.3,3.5,20.98317,33
NA,NA,13.9,29,682,NA,12,4.1,NA,35
NA,NA,14.1,24,677,NA,15.2,6.7,2.4175,44
NA,NA,14,22,678,NA,11.3,7.4,1.9367,48
7.877,0.242,13.9,22,679,NA,7.8,3.9,2.5377,50
NA,NA,13.9,28,676,NA,14.2,3.2,2.6579,44
NA,NA,14.7,30,676,NA,19.6,6.4,3.6195,42
NA,NA,14,19,678,NA,8.8,3.6,NA,45
NA,NA,13.9,28,678,NA,12.5,3.6,2.8983,42
NA,NA,13.4,25,680,NA,12.6,4,3.7397,43
NA,NA,13.5,21,678,NA,7.8,4,2.5377,50
NA,NA,13.9,19,678,NA,13,3.8,2.8983,47
7.277,0.182,13.4,20,677,0.11,8.6,3.9,3.1387,48
NA,NA,14.1,19,676,0.01,9.1,3.8,2.2973,47
NA,NA,14,21,675,NA,10.2,3.1,1.8165,45
8.451,0.186,13.6,17,672,0.16,8.9,4,3.3791,54
NA,NA,13.8,17,672,0.16,6.3,4.5,2.6579,55
7.596,0.234,14.3,31,671,NA,14.2,7,2.5377,35
NA,NA,14.1,32,672,NA,17.4,7,4.1003,36
7.423,0.219,13.7,27,668,0.62,14.9,5,2.4175,40
8.261,0.214,13.7,28,670,0.44,16.5,5,2.4175,38
7.692,0.217,13.9,28,669,0.65,17.5,5.1,2.4175,39
NA,NA,13.7,29,670,NA,11.9,3.5,3.0185,41
8.233,0.207,13.7,28,678,NA,15.8,9,2.1771,40
7.805,0.226,12.9,18,672,NA,13.7,9,2.6579,40
NA,NA,12.9,29,673,0.03,9.1,2.5,3.3791,42
NA,NA,12.4,11,699,0.01,6.3,2.92,7.3457,60
7.578,0.215,12.8,12,701,0.01,7.5,1.92,14.5577,60
NA,NA,12.1,14,689,0.01,8,4.42,6.2639,60
NA,NA,12,17,680,0.01,8.2,4.42,8.1871,60
7.476,0.167,12.3,13,685,0.02,5.8,4.47,4.9417,60
6.563,0.182,12.1,13,684,0.01,7.8,3.44,6.2639,60
7.724,0.204,12.3,14,678,0.01,9.2,2.11,3.3791,50
NA,NA,12.5,20,695,0.01,6.8,2.11,4.7013,50
NA,NA,11.7,18,675,0.01,8.5,2.11,7.5861,50
NA,NA,12.5,16,687,0.02,6.6,2,4.1003,60
NA,NA,13.7,29,673,0.65,14.8,4.3,3.0185,45
NA,NA,13.5,28,673,0.3,16.1,3.1,2.7781,30
NA,NA,13,20,658,NA,11.7,6.1,4.4609,30
NA,NA,12.8,36,565,NA,13.7,6.3,3.4993,30
NA,NA,13.7,62,568,0.19,42.2,4,1.6963,25
NA,NA,13.4,27,675,NA,15.6,8.2,2.8983,28
7.18,0.208,14.7,28,669,NA,19.4,7.2,3.3791,28
NA,NA,13.1,45,593,NA,27.7,4.5,2.4175,28
NA,NA,13.9,29,640,NA,20.7,8,3.8599,28
7.668,0.463,13.6,37,611,NA,24.4,6.2,3.3791,28
NA,NA,12.6,44,583,0.2,27.1,3.3,2.7781,35
NA,NA,12.7,42,588,0.2,21.1,5,2.7781,35
NA,NA,12.6,43,584,0.2,25.6,5,1.8165,35
8.696,0.294,12.3,45,583,0.2,30.2,4.8,2.0569,35
NA,NA,12.3,42,588,0.3,24.3,5,3.1387,35
7.698,0.249,12.6,35,590,0.2,19.3,3.5,2.7781,35
NA,NA,12,31,588,0.01,12.6,2.77,3.0185,40
8.056,0.277,13.2,45,584,0.3,28.6,4.1,2.4175,40
NA,NA,13.6,27,672,NA,17.8,5.5,3.4993,35
NA,NA,12.9,30,669,NA,15,8.5,3.4993,35
NA,NA,12.8,43,587,0.4,26.1,4,2.0569,40
NA,NA,13,14,656,0.12,6.3,2.6,5.4225,56
NA,NA,14.8,13,655,0.16,6.2,2.7,4.8215,56
NA,NA,12.9,43,556,0.12,15.8,2.7,1.2155,26
NA,NA,12.2,39,537,0.13,13.1,2.8,0.8549,29
7.443,0.183,13.4,13,657,0.2,6.9,2.7,5.3023,56
NA,NA,15.9,14,627,0.18,7.3,2.9,6.2639,52
NA,NA,15.5,38,587,0.13,21.8,2.2,1.4559,27
7.081,0.191,14.1,15,649,0.3,7.3,3.8,5.6629,57
NA,NA,13.3,19,646,0.3,7.8,4.8,7.1053,47
NA,NA,13.2,17,623,0.3,8.2,4.4,4.9417,40
NA,NA,12.6,37,570,0.07,16.1,2.6,1.4559,33
7.759,0.195,13.2,17,683,0.01,5.9,2.59,7.1053,60
7.387,0.197,13,14,684,0.2,7.9,3,5.9033,55
7.608,0.217,12.6,17,667,0.16,10.7,2.2,3.2589,56
NA,NA,12.9,15,679,0.04,8.1,2.4,8.0669,56
NA,NA,13.1,14,691,0.03,7.3,2.47,7.8265,50
7.826,0.187,13.1,14,683,0.01,7.7,2.3,5.0619,55
NA,NA,13,14,682,0.05,8.4,2.5,8.5477,65
7.652,0.216,12.5,16,660,0.04,11.3,2.07,3.2589,43
NA,NA,12.6,19,664,0.07,12.4,2.2,NA,42
7.486,0.49,12.5,19,662,0.03,12.4,2.17,4.1003,42
NA,NA,12.3,16,658,0.03,8.9,2.17,6.6245,51
7.71,0.274,12.6,16,661,0.01,9.2,2.07,5.4225,50
NA,NA,12.9,16,669,0.04,8.1,2.37,10.8315,48
NA,NA,12.8,16,670,0.03,8.4,2.47,7.3457,43
NA,NA,20,18,777,NA,15.1,3.5,5.9033,50
NA,NA,14,18,773,0.35,15.4,5.5,4.3407,47
7.059,0.256,12.1,29,722,0.02,35.5,0.97,14.3173,30
NA,NA,20,28,758,0.03,42.2,0.94,16.8415,49
7.048,0.255,12.8,28,732,0.01,11.2,0.97,16.6011,62
NA,NA,12.6,12,794,0.01,10,0.84,14.1971,65
NA,NA,11.8,15,735,0.01,13.9,0.98,13.8365,52
NA,NA,13.5,14,768,0.03,12.6,0.9,20.5677,60
NA,NA,14.3,26,769,0.02,27.4,0.89,22.9717,44
7.749,0.224,13.4,16,769,0.3,15.9,1.05,17.8031,45
NA,NA,14.3,16,795,0.3,14.2,1.1,20.5677,55
7.541,0.222,15.7,15,779,0.3,13.6,1.3,15.8799,60
NA,NA,15.3,12,794,0,9.6,1.1,19.0051,65
NA,NA,15.7,16,792,0,13.3,0.8,25.4959,65
7.78,0.202,14.8,10,789,0,7.4,0.79,17.4425,60
NA,NA,13.4,10,808,0.03,8.1,0.59,14.5577,70
7.866,0.145,13.3,11,781,0.02,9,0.6,22.6111,65
NA,NA,11.9,14,775,0.3,11.6,0.62,14.9183,55
7.448,0.148,13.8,12,792,0.03,9,0.55,16.1203,55
NA,NA,13,13,787,0.3,10.7,0.58,15.0385,50
7.364,0.169,13.1,10,833,0,11.6,0.3,11.3123,55
NA,NA,13.9,9,807,0,6.9,0.47,16.3607,68
NA,NA,13.7,8,819,0,6.7,0.42,22.1303,58
NA,NA,13.8,15,790,0,12.2,0.53,17.6829,50
NA,NA,11.3,10,788,0.03,7.2,0.6,17.6829,65
7.386,0.146,11.2,19,784,0.03,14.7,0.55,18.2839,52
7.906,0.225,13.3,13,794,0.03,12.4,0.41,14.7981,50
NA,NA,12.7,11,790,0.03,8.8,0.56,10.2305,50
NA,NA,13.8,6,1056,NA,5.9,6.1,5.4225,120
7.266,0.324,13.8,6,1048,NA,5.1,3.98,6.7447,150
NA,NA,13.5,6,1049,NA,5.1,4.98,9.7497,150
7.596,0.315,13.4,6,1054,NA,5.5,4.48,8.5477,150
NA,NA,13.5,6,1054,NA,2.9,4.18,6.7447,150
NA,NA,13.8,6,1053,NA,4.8,7.2,6.0235,150
7.892,0.377,13.7,6,1083,NA,8.1,4.5,4.8215,88
NA,NA,12.9,6,1060,NA,8.7,4.8,5.9033,95
NA,NA,12.7,6,1068,NA,7.9,5,6.2639,96
NA,NA,12.6,6,1029,0.22,7.3,1.7,6.2639,105
NA,NA,13,6,1095,0.24,8.2,2,7.8265,88
7.907,0.398,12.8,8,1075,NA,8.3,5.2,7.3457,87
7.595,0.384,12.5,6,1093,NA,8.6,5.2,7.2255,105
7.682,0.331,13.3,7,1038,NA,6.9,5.2,10.3507,88
NA,NA,12.7,28,1021,NA,35.3,4,15.6395,42
NA,NA,12.7,28,1033,NA,7.6,4.5,12.1537,100
NA,NA,13,7,1036,NA,7.7,4.8,12.0335,100
NA,NA,13.1,7,1037,NA,8.2,5.5,13.1153,98
NA,NA,12.8,7,1040,NA,8.4,7,12.9951,98
NA,NA,13,8,1048,NA,9.9,4.5,10.4709,90
7.912,0.338,13.5,10,1045,NA,10.9,5.5,13.9567,64
NA,NA,13,15,1033,NA,20.7,2.5,12.6345,62
7.249,0.315,12.7,8,1007,0.3,9.1,4,17.8031,65
7.311,0.302,12.6,8,998,0.28,9,3,15.6395,66
7,0.316,12.6,8,991,0.28,8.4,4,14.5577,66
5.553,0.153,13.3,17,800,0.11,22,2.1,39.29895,53
NA,NA,13.2,17,799,0.08,21.7,2,64.05214,54
NA,NA,13.4,17,799,0.14,24.6,1.9,56.9798,49
NA,NA,15.6,22,731,0.1,30.3,2.2,66.33354,46
NA,NA,15.1,23,752,0.01,31.2,1.6,65.30691,44
NA,NA,14.9,24,749,0.03,31.8,1.2,74.0903,38
NA,NA,13.1,24,804,0.02,34.3,1.8,64.28028,45
NA,NA,14.8,16,769,0.03,23,1.9,68.50087,57
NA,NA,13.9,15,789,0.22,21.3,3.4,56.40945,52
NA,NA,13.3,16,746,0.31,22,4.2,49.67932,48
NA,NA,14.3,16,848,0.04,20.3,2.2,54.6984,56
NA,NA,14.5,12,840,0.04,16.3,2.2,53.89991,56
NA,NA,14.2,9,856,0.2,13.8,2.4,30.51556,60
5.585,0.157,13.9,15,806,0.15,23.5,2.5,39.98337,52
5.753,0.161,14.2,13,812,0.15,20,2.5,48.53862,58
NA,NA,14.2,16,785,0.07,28.1,1.9,56.52352,52
NA,NA,14.1,20,783,0.07,31.5,1.9,71.35262,44
5.425,0.167,14.3,22,792,0.06,25.7,1.9,62.45516,46
NA,NA,16.3,15,797,0.12,27.1,2.4,54.35619,47
5.517,0.176,14.7,18,800,0.15,25.2,2.2,61.31446,47
NA,NA,9.7,35,865,NA,49.1,5.4,36.67534,35
NA,NA,10.9,16,802,0.37,21,2.4,33.93766,54
5.956,0.169,9.6,20,869,0.31,29.5,2.8,44.88838,45
NA,NA,11.2,13,770,0.2,17.9,2.2,34.73615,57
NA,NA,9.4,37,872,NA,49.8,7.7,31.08591,42
5.365,0.125,11.1,11,758,0.07,16.4,3,30.97184,63
5.363,0.13,10.9,10,759,0.01,15.1,2.9,31.77033,61
5.062,0.141,10.2,15,731,0.01,18.4,2.7,27.09346,52
NA,NA,9.5,28,841,0.14,33.1,2.6,43.40547,37
NA,NA,8.3,50,846,NA,61.1,5.5,33.13917,35
NA,NA,8.4,42,851,NA,57.8,3.5,25.72462,35
NA,NA,8.6,38,850,NA,52.5,4.4,29.03265,38
5.969,0.236,8.5,36,850,0.51,47.5,2.8,26.63718,34
NA,NA,8.6,39,846,NA,49.8,5.6,28.91858,37
5.247,0.148,6.9,14,845,0.07,14.4,1.5,21.6181,52
NA,NA,7.2,14,839,0.1,17.6,1.6,28.00602,48
NA,NA,7.6,14,790,0.14,16.9,1.7,33.59545,50
NA,NA,5.8,11,759,0.8,12,1.8,27.3216,65
NA,NA,7.7,15,814,0.15,18.3,1.7,31.42812,52
4.514,0.14,6.2,15,757,0.03,15.3,1.8,33.70952,52
